VERSION	2020-38079
DATE	2021-11-22, 18:21:33 (+0800)
-7.50000 4.00000 1.50000 -47.1602
-7.50000 4.00000 1.50000 -47.1541
-7.50000 4.00000 1.50000 -47.1479
-7.50000 4.00000 1.50000 -47.1418
-7.50000 4.00000 1.50000 -47.1356
-7.50000 4.00000 1.50000 -47.1295
-7.50000 4.00000 1.50000 -47.1233
-7.50000 4.00000 1.50000 -47.1171
-7.50000 4.00000 1.50000 -47.1110
-7.50000 4.00000 1.50000 -47.1048
-7.50000 4.00000 1.50000 -47.0986
-7.50000 4.00000 1.50000 -47.0923
-7.50000 4.00000 1.50000 -47.0861
-7.50000 4.00000 1.50000 -47.0799
-7.50000 4.00000 1.50000 -47.0737
-7.50000 4.00000 1.50000 -47.0674
-7.50000 4.00000 1.50000 -47.0612
-7.50000 4.00000 1.50000 -47.0549
-7.50000 4.00000 1.50000 -47.0487
-7.50000 4.00000 1.50000 -47.0424
-7.50000 4.00000 1.50000 -47.0361
-7.50000 4.00000 1.50000 -47.0299
-7.50000 4.00000 1.50000 -47.0235
-7.50000 4.00000 1.50000 -47.0172
-7.50000 4.00000 1.50000 -47.0109
-7.50000 4.00000 1.50000 -47.0046
-7.50000 4.00000 1.50000 -46.9983
-7.50000 4.00000 1.50000 -46.9920
-7.50000 4.00000 1.50000 -46.9856
-7.50000 4.00000 1.50000 -46.9793
-7.50000 4.00000 1.50000 -46.9729
-7.50000 4.00000 1.50000 -46.9666
-7.50000 4.00000 1.50000 -46.9602
-7.50000 4.00000 1.50000 -46.9538
-7.50000 4.00000 1.50000 -46.9474
-7.50000 4.00000 1.50000 -46.9411
-7.50000 4.00000 1.50000 -46.9347
-7.50000 4.00000 1.50000 -46.9283
-7.50000 4.00000 1.50000 -46.9218
-7.50000 4.00000 1.50000 -46.9154
-7.50000 4.00000 1.50000 -46.9090
-7.50000 4.00000 1.50000 -46.9026
-7.50000 4.00000 1.50000 -46.8961
-7.50000 4.00000 1.50000 -46.8897
-7.50000 4.00000 1.50000 -46.8832
-7.50000 4.00000 1.50000 -46.8768
-7.50000 4.00000 1.50000 -46.8703
-7.50000 4.00000 1.50000 -46.8638
-7.50000 4.00000 1.50000 -46.8573
-7.50000 4.00000 1.50000 -46.8508
-7.50000 4.00000 1.50000 -46.8443
-7.50000 4.00000 1.50000 -46.8378
-7.50000 4.00000 1.50000 -46.8313
-7.50000 4.00000 1.50000 -46.8248
-7.50000 4.00000 1.50000 -46.8183
-7.50000 4.00000 1.50000 -46.7321
-7.50000 4.00000 1.50000 -46.7293
-7.50000 4.00000 1.50000 -46.7265
-7.50000 4.00000 1.50000 -46.7236
-7.50000 4.00000 1.50000 -46.7208
-7.50000 4.00000 1.50000 -46.7179
-7.50000 4.00000 1.50000 -46.7150
-7.50000 4.00000 1.50000 -46.7122
-7.50000 4.00000 1.50000 -46.7093
-7.50000 4.00000 1.50000 -46.7064
-7.50000 4.00000 1.50000 -46.7035
-7.50000 4.00000 1.50000 -46.7005
-7.50000 4.00000 1.50000 -46.6976
-7.50000 4.00000 1.50000 -46.6946
-7.50000 4.00000 1.50000 -46.6917
-7.50000 4.00000 1.50000 -46.6887
-7.50000 4.00000 1.50000 -46.6857
-7.50000 4.00000 1.50000 -46.6827
-7.50000 4.00000 1.50000 -46.6796
-7.50000 4.00000 1.50000 -46.6766
-7.50000 4.00000 1.50000 -46.6736
-7.50000 4.00000 1.50000 -46.6705
-7.50000 4.00000 1.50000 -46.6674
-7.50000 4.00000 1.50000 -46.6644
-7.50000 4.00000 1.50000 -46.6613
-7.50000 4.00000 1.50000 -46.6582
-7.50000 4.00000 1.50000 -46.6550
-7.50000 4.00000 1.50000 -46.6519
-7.50000 4.00000 1.50000 -46.6488
-7.50000 4.00000 1.50000 -46.6456
-7.50000 4.00000 1.50000 -46.6424
-7.50000 4.00000 1.50000 -46.6392
-7.50000 4.00000 1.50000 -46.6360
-7.50000 4.00000 1.50000 -46.6328
-7.50000 4.00000 1.50000 -46.6296
-7.50000 4.00000 1.50000 -46.6264
-7.50000 4.00000 1.50000 -46.6231
-7.50000 4.00000 1.50000 -46.6198
-7.50000 4.00000 1.50000 -46.6166
-7.50000 4.00000 1.50000 -46.6133
-7.50000 4.00000 1.50000 -46.6100
-7.50000 4.00000 1.50000 -46.6067
-7.50000 4.00000 1.50000 -46.6033
-7.50000 4.00000 1.50000 -46.6000
-7.50000 4.00000 1.50000 -46.5966
-7.50000 4.00000 1.50000 -46.5933
-7.50000 4.00000 1.50000 -46.5899
-7.50000 4.00000 1.50000 -46.5865
-7.50000 4.00000 1.50000 -46.5831
-7.50000 4.00000 1.50000 -46.5797
-7.50000 4.00000 1.50000 -46.5762
-7.50000 4.00000 1.50000 -46.5728
-7.50000 4.00000 1.50000 -46.5693
-7.50000 4.00000 1.50000 -46.5659
-7.50000 4.00000 1.50000 -46.5624
-7.50000 4.00000 1.50000 -46.5589
-7.50000 4.00000 1.50000 -46.5554
-7.50000 4.00000 1.50000 -46.5519
-7.50000 4.00000 1.50000 -46.5483
-7.50000 4.00000 1.50000 -46.5448
-7.50000 4.00000 1.50000 -46.5412
-7.50000 4.00000 1.50000 -46.5377
-7.50000 4.00000 1.50000 -46.5341
-7.50000 4.00000 1.50000 -46.5305
-7.50000 4.00000 1.50000 -46.5269
-7.50000 4.00000 1.50000 -46.5233
-7.50000 4.00000 1.50000 -46.5196
-7.50000 4.00000 1.50000 -46.5160
-7.50000 4.00000 1.50000 -46.5123
-7.50000 4.00000 1.50000 -46.5087
-7.50000 4.00000 1.50000 -46.5050
-7.50000 4.00000 1.50000 -46.5013
-7.50000 4.00000 1.50000 -46.4976
-7.50000 4.00000 1.50000 -46.4939
-7.50000 4.00000 1.50000 -46.4901
-7.50000 4.00000 1.50000 -46.4864
-7.50000 4.00000 1.50000 -46.4826
-7.50000 4.00000 1.50000 -46.4788
-7.50000 4.00000 1.50000 -46.4751
-7.50000 4.00000 1.50000 -46.4713
-7.50000 4.00000 1.50000 -46.4675
-7.50000 4.00000 1.50000 -46.4636
-7.50000 4.00000 1.50000 -46.4598
-7.50000 4.00000 1.50000 -46.4560
-7.50000 4.00000 1.50000 -46.4521
-7.50000 4.00000 1.50000 -46.4482
-7.50000 4.00000 1.50000 -46.4444
-7.50000 4.00000 1.50000 -46.4405
-7.50000 4.00000 1.50000 -46.4366
-7.50000 4.00000 1.50000 -46.4327
-7.50000 4.00000 1.50000 -46.4287
-7.50000 4.00000 1.50000 -46.4248
-7.50000 4.00000 1.50000 -46.4208
-7.50000 4.00000 1.50000 -46.4169
-7.50000 4.00000 1.50000 -46.4129
-7.50000 4.00000 1.50000 -46.4089
-7.50000 4.00000 1.50000 -46.4049
-7.50000 4.00000 1.50000 -46.4009
-7.50000 4.00000 1.50000 -46.3969
-7.50000 4.00000 1.50000 -46.3929
-7.50000 4.00000 1.50000 -46.3888
-7.50000 4.00000 1.50000 -46.3920
-7.50000 4.00000 1.50000 -46.3951
-7.50000 4.00000 1.50000 -46.3982
-7.50000 4.00000 1.50000 -46.4011
-7.50000 4.00000 1.50000 -46.4040
-7.50000 4.00000 1.50000 -46.4068
-7.50000 4.00000 1.50000 -46.4095
-7.50000 4.00000 1.50000 -46.4121
-7.50000 4.00000 1.50000 -46.4146
-7.50000 4.00000 1.50000 -46.4171
-7.50000 4.00000 1.50000 -46.4194
-7.50000 4.00000 1.50000 -46.4217
-7.50000 4.00000 1.50000 -46.4238
-7.50000 4.00000 1.50000 -46.4259
-7.50000 4.00000 1.50000 -46.4279
-7.50000 4.00000 1.50000 -46.4297
-7.50000 4.00000 1.50000 -46.4315
-7.50000 4.00000 1.50000 -46.4331
-7.50000 4.00000 1.50000 -46.4346
-7.50000 4.00000 1.50000 -46.4361
-7.50000 4.00000 1.50000 -46.4374
-7.50000 4.00000 1.50000 -46.4386
-7.50000 4.00000 1.50000 -46.4397
-7.50000 4.00000 1.50000 -46.4407
-7.50000 4.00000 1.50000 -46.4415
-7.50000 4.00000 1.50000 -46.4423
-7.50000 4.00000 1.50000 -46.4429
-7.50000 4.00000 1.50000 -46.4434
-7.50000 4.00000 1.50000 -46.4437
-7.50000 4.00000 1.50000 -46.4440
-7.50000 4.00000 1.50000 -46.4441
-7.50000 4.00000 1.50000 -46.4441
-7.50000 4.00000 1.50000 -46.4440
-7.50000 4.00000 1.50000 -46.4437
-7.50000 4.00000 1.50000 -46.4434
-7.50000 4.00000 1.50000 -46.4430
-7.50000 4.00000 1.50000 -46.4425
-7.50000 4.00000 1.50000 -46.4419
-7.50000 4.00000 1.50000 -46.4411
-7.50000 4.00000 1.50000 -46.4402
-7.50000 4.00000 1.50000 -46.4392
-7.50000 4.00000 1.50000 -46.4380
-7.50000 4.00000 1.50000 -46.4367
-7.50000 4.00000 1.50000 -46.4353
-7.50000 4.00000 1.50000 -46.4337
-7.50000 4.00000 1.50000 -46.4320
-7.50000 4.00000 1.50000 -46.4301
-7.50000 4.00000 1.50000 -46.4281
-7.50000 4.00000 1.50000 -46.4260
-7.50000 4.00000 1.50000 -46.4237
-7.50000 4.00000 1.50000 -46.4213
-7.50000 4.00000 1.50000 -46.4187
-7.50000 4.00000 1.50000 -46.4160
-7.50000 4.00000 1.50000 -46.4132
-7.50000 4.00000 1.50000 -46.4102
-7.50000 4.00000 1.50000 -46.4071
-7.50000 4.00000 1.50000 -46.4038
-7.50000 4.00000 1.50000 -46.4004
-7.50000 4.00000 1.50000 -46.3969
-7.50000 4.00000 1.50000 -46.3933
-7.50000 4.00000 1.50000 -46.3894
-7.50000 4.00000 1.50000 -46.3854
-7.50000 4.00000 1.50000 -46.3812
-7.50000 4.00000 1.50000 -46.3769
-7.50000 4.00000 1.50000 -46.3724
-7.50000 4.00000 1.50000 -46.3678
-7.50000 4.00000 1.50000 -46.3631
-7.50000 4.00000 1.50000 -46.3582
-7.50000 4.00000 1.50000 -46.3532
-7.50000 4.00000 1.50000 -46.3480
-7.50000 4.00000 1.50000 -46.3427
-7.50000 4.00000 1.50000 -46.3372
-7.50000 4.00000 1.50000 -46.3317
-7.50000 4.00000 1.50000 -46.3259
-7.50000 4.00000 1.50000 -46.3201
-7.50000 4.00000 1.50000 -46.3141
-7.50000 4.00000 1.50000 -46.3079
-7.50000 4.00000 1.50000 -46.3016
-7.50000 4.00000 1.50000 -46.2952
-7.50000 4.00000 1.50000 -46.2887
-7.50000 4.00000 1.50000 -46.2820
-7.50000 4.00000 1.50000 -46.2752
-7.50000 4.00000 1.50000 -46.2682
-7.50000 4.00000 1.50000 -46.2612
-7.50000 4.00000 1.50000 -46.2540
-7.50000 4.00000 1.50000 -46.2466
-7.50000 4.00000 1.50000 -46.2392
-7.50000 4.00000 1.50000 -46.2316
-7.50000 4.00000 1.50000 -46.2239
-7.50000 4.00000 1.50000 -46.2160
-7.50000 4.00000 1.50000 -46.2081
-7.50000 4.00000 1.50000 -46.2000
-7.50000 4.00000 1.50000 -46.1918
-7.50000 4.00000 1.50000 -46.1835
-7.50000 4.00000 1.50000 -46.1750
-7.50000 4.00000 1.50000 -46.1665
-7.50000 4.00000 1.50000 -46.1579
-7.50000 4.00000 1.50000 -46.1491
-7.50000 4.00000 1.50000 -46.1402
-7.50000 4.00000 1.50000 -46.1312
-7.50000 4.00000 1.50000 -46.1221
-7.50000 4.00000 1.50000 -46.1129
-7.50000 4.00000 1.50000 -46.1035
-7.50000 4.00000 1.50000 -46.0941
-7.50000 4.00000 1.50000 -46.0846
-7.50000 4.00000 1.50000 -46.0750
-7.50000 4.00000 1.50000 -46.0652
-7.50000 4.00000 1.50000 -46.0554
-7.50000 4.00000 1.50000 -46.0455
-7.50000 4.00000 1.50000 -46.0354
-7.50000 4.00000 1.50000 -46.0253
-7.50000 4.00000 1.50000 -46.0151
-7.50000 4.00000 1.50000 -46.0048
-7.50000 4.00000 1.50000 -45.9944
-7.50000 4.00000 1.50000 -45.9839
-7.50000 4.00000 1.50000 -45.9734
-7.50000 4.00000 1.50000 -45.9627
-7.50000 4.00000 1.50000 -45.9520
-7.50000 4.00000 1.50000 -45.9412
-7.50000 4.00000 1.50000 -45.9303
-7.50000 4.00000 1.50000 -45.9193
-7.50000 4.00000 1.50000 -45.9082
-7.50000 4.00000 1.50000 -45.8971
-7.50000 4.00000 1.50000 -45.8859
-7.50000 4.00000 1.50000 -45.8745
-7.50000 4.00000 1.50000 -45.8630
-7.50000 4.00000 1.50000 -45.8514
-7.50000 4.00000 1.50000 -45.8398
-7.50000 4.00000 1.50000 -45.8280
-7.50000 4.00000 1.50000 -45.8163
-7.50000 4.00000 1.50000 -45.8044
-7.50000 4.00000 1.50000 -45.7925
-7.50000 4.00000 1.50000 -45.7805
-7.50000 4.00000 1.50000 -45.7685
-7.50000 4.00000 1.50000 -45.7564
-7.50000 4.00000 1.50000 -45.7442
-7.50000 4.00000 1.50000 -45.7320
-7.50000 4.00000 1.50000 -45.7198
-7.50000 4.00000 1.50000 -45.7075
-7.50000 4.00000 1.50000 -45.6951
-7.50000 4.00000 1.50000 -45.6827
-7.50000 4.00000 1.50000 -45.6702
-7.50000 4.00000 1.50000 -45.6577
-7.50000 4.00000 1.50000 -45.6451
-7.50000 4.00000 1.50000 -45.6325
-7.50000 4.00000 1.50000 -45.6199
-7.50000 4.00000 1.50000 -45.6072
-7.50000 4.00000 1.50000 -45.5944
-7.50000 4.00000 1.50000 -45.5816
-7.50000 4.00000 1.50000 -45.5688
-7.50000 4.00000 1.50000 -45.5560
-7.50000 4.00000 1.50000 -45.5431
-7.50000 4.00000 1.50000 -45.5302
-7.50000 4.00000 1.50000 -45.5172
-7.50000 4.00000 1.50000 -45.5042
-7.50000 4.00000 1.50000 -45.4912
-7.50000 4.00000 1.50000 -45.4782
-7.50000 4.00000 1.50000 -45.4651
-7.50000 4.00000 1.50000 -45.4520
-7.50000 4.00000 1.50000 -45.4389
-7.50000 4.00000 1.50000 -45.4258
-7.50000 4.00000 1.50000 -45.4127
-7.50000 4.00000 1.50000 -45.3995
-7.50000 4.00000 1.50000 -45.3863
-7.50000 4.00000 1.50000 -45.3732
-7.50000 4.00000 1.50000 -45.3601
-7.50000 4.00000 1.50000 -45.3471
-7.50000 4.00000 1.50000 -45.3339
-7.50000 4.00000 1.50000 -45.3208
-7.50000 4.00000 1.50000 -45.3077
-7.50000 4.00000 1.50000 -45.2945
-7.50000 4.00000 1.50000 -45.2813
-7.50000 4.00000 1.50000 -45.2681
-7.50000 4.00000 1.50000 -45.2548
-7.50000 4.00000 1.50000 -45.2416
-7.50000 4.00000 1.50000 -45.2283
-7.50000 4.00000 1.50000 -45.2150
-7.50000 4.00000 1.50000 -45.2017
-7.50000 4.00000 1.50000 -45.1884
-7.50000 4.00000 1.50000 -45.1751
-7.50000 4.00000 1.50000 -44.8280
-7.50000 4.00000 1.50000 -44.8162
-7.50000 4.00000 1.50000 -44.8045
-7.50000 4.00000 1.50000 -44.7927
-7.50000 4.00000 1.50000 -44.7811
-7.50000 4.00000 1.50000 -44.7694
-7.50000 4.00000 1.50000 -44.7578
-7.50000 4.00000 1.50000 -44.7462
-7.50000 4.00000 1.50000 -44.7347
-7.50000 4.00000 1.50000 -44.7232
-7.50000 4.00000 1.50000 -44.7117
-7.50000 4.00000 1.50000 -44.7003
-7.50000 4.00000 1.50000 -44.6889
-7.50000 4.00000 1.50000 -44.6775
-7.50000 4.00000 1.50000 -44.6662
-7.50000 4.00000 1.50000 -44.6549
-7.50000 4.00000 1.50000 -44.6437
-7.50000 4.00000 1.50000 -44.6324
-7.50000 4.00000 1.50000 -44.6213
-7.50000 4.00000 1.50000 -44.6101
-7.50000 4.00000 1.50000 -44.5990
-7.50000 4.00000 1.50000 -44.5879
-7.50000 4.00000 1.50000 -44.5769
-7.50000 4.00000 1.50000 -44.5659
-7.50000 4.00000 1.50000 -44.5549
-7.50000 4.00000 1.50000 -44.5440
-7.50000 4.00000 1.50000 -44.5331
-7.50000 4.00000 1.50000 -44.5211
-7.50000 4.00000 1.50000 -44.5103
-7.50000 4.00000 1.50000 -44.4995
-7.50000 4.00000 1.50000 -44.4887
-7.50000 4.00000 1.50000 -44.4780
-7.50000 4.00000 1.50000 -44.4673
-7.50000 4.00000 1.50000 -44.4567
-7.50000 4.00000 1.50000 -44.4461
-7.50000 4.00000 1.50000 -44.4356
-7.50000 4.00000 1.50000 -44.4250
-7.50000 4.00000 1.50000 -44.4145
-7.50000 4.00000 1.50000 -44.4041
-7.50000 4.00000 1.50000 -44.3936
-7.50000 4.00000 1.50000 -44.3832
-7.50000 4.00000 1.50000 -44.3728
-7.50000 4.00000 1.50000 -44.3625
-7.50000 4.00000 1.50000 -44.3522
-7.50000 4.00000 1.50000 -44.3419
-7.50000 4.00000 1.50000 -44.3316
-7.50000 4.00000 1.50000 -44.3214
-7.50000 4.00000 1.50000 -44.3112
-7.50000 4.00000 1.50000 -44.3010
-7.50000 4.00000 1.50000 -44.2909
-7.50000 4.00000 1.50000 -44.2808
-7.50000 4.00000 1.50000 -44.2707
-7.50000 4.00000 1.50000 -44.2606
-7.50000 4.00000 1.50000 -44.2506
-7.50000 4.00000 1.50000 -44.2405
-7.50000 4.00000 1.50000 -44.2305
-7.50000 4.00000 1.50000 -44.2206
-7.50000 4.00000 1.50000 -44.2106
-7.50000 4.00000 1.50000 -44.2007
-7.50000 4.00000 1.50000 -44.1908
-7.50000 4.00000 1.50000 -44.1809
-7.50000 4.00000 1.50000 -44.1710
-7.50000 4.00000 1.50000 -44.1612
-7.50000 4.00000 1.50000 -44.1513
-7.50000 4.00000 1.50000 -44.1415
-7.50000 4.00000 1.50000 -44.1317
-7.50000 4.00000 1.50000 -44.1219
-7.50000 4.00000 1.50000 -44.1122
-7.50000 4.00000 1.50000 -44.1024
-7.50000 4.00000 1.50000 -44.0927
-7.50000 4.00000 1.50000 -44.0970
-7.50000 4.00000 1.50000 -44.1014
-7.50000 4.00000 1.50000 -44.1058
-7.50000 4.00000 1.50000 -44.1102
-7.50000 4.00000 1.50000 -44.1146
-7.50000 4.00000 1.50000 -44.1190
-7.50000 4.00000 1.50000 -44.1234
-7.50000 4.00000 1.50000 -44.1278
-7.50000 4.00000 1.50000 -44.1323
-7.50000 4.00000 1.50000 -44.1367
-7.50000 4.00000 1.50000 -44.1411
-7.50000 4.00000 1.50000 -44.1456
-7.50000 4.00000 1.50000 -44.1500
-7.50000 4.00000 1.50000 -44.1545
-7.50000 4.00000 1.50000 -44.1590
-7.50000 4.00000 1.50000 -44.1634
-7.50000 4.00000 1.50000 -44.1679
-7.50000 4.00000 1.50000 -44.1724
-7.50000 4.00000 1.50000 -44.1769
-7.50000 4.00000 1.50000 -44.1814
-7.50000 4.00000 1.50000 -44.1860
-7.50000 4.00000 1.50000 -44.1905
-7.50000 4.00000 1.50000 -44.1950
-7.50000 4.00000 1.50000 -44.1996
-7.50000 4.00000 1.50000 -44.2041
-7.50000 4.00000 1.50000 -44.2087
-7.50000 4.00000 1.50000 -44.2132
-7.50000 4.00000 1.50000 -44.2178
-7.50000 4.00000 1.50000 -44.2224
-7.50000 4.00000 1.50000 -44.2270
-7.50000 4.00000 1.50000 -44.2316
-7.50000 4.00000 1.50000 -44.2362
-7.50000 4.00000 1.50000 -44.2408
-7.50000 4.00000 1.50000 -44.2455
-7.50000 4.00000 1.50000 -44.2501
-7.50000 4.00000 1.50000 -44.2547
-7.50000 4.00000 1.50000 -44.2594
-7.50000 4.00000 1.50000 -44.2641
-7.50000 4.00000 1.50000 -44.2687
-7.50000 4.00000 1.50000 -44.2734
-7.50000 4.00000 1.50000 -44.2781
-7.50000 4.00000 1.50000 -44.2828
-7.50000 4.00000 1.50000 -44.2875
-7.50000 4.00000 1.50000 -44.2923
-7.50000 4.00000 1.50000 -44.2970
-7.50000 4.00000 1.50000 -44.3018
-7.50000 4.00000 1.50000 -44.3065
-7.50000 4.00000 1.50000 -44.3113
-7.50000 4.00000 1.50000 -44.3161
-7.50000 4.00000 1.50000 -44.3209
-7.50000 4.00000 1.50000 -44.3257
-7.50000 4.00000 1.50000 -44.3305
-7.50000 4.00000 1.50000 -44.3365
-7.50000 4.00000 1.50000 -44.3413
-7.50000 4.00000 1.50000 -44.3462
-7.50000 4.00000 1.50000 -44.3510
-7.50000 4.00000 1.50000 -44.3559
-7.50000 4.00000 1.50000 -44.3608
-7.50000 4.00000 1.50000 -44.3657
-7.50000 4.00000 1.50000 -44.3706
-7.50000 4.00000 1.50000 -44.3755
-7.50000 4.00000 1.50000 -44.3804
-7.50000 4.00000 1.50000 -44.3854
-7.50000 4.00000 1.50000 -44.3903
-7.50000 4.00000 1.50000 -44.3952
-7.50000 4.00000 1.50000 -44.4002
-7.50000 4.00000 1.50000 -44.4052
-7.50000 4.00000 1.50000 -44.4102
-7.50000 4.00000 1.50000 -44.4152
-7.50000 4.00000 1.50000 -44.4202
-7.50000 4.00000 1.50000 -44.4252
-7.50000 4.00000 1.50000 -44.4303
-7.50000 4.00000 1.50000 -44.4353
-7.50000 4.00000 1.50000 -44.4404
-7.50000 4.00000 1.50000 -44.4454
-7.50000 4.00000 1.50000 -44.4505
-7.50000 4.00000 1.50000 -44.4556
-7.50000 4.00000 1.50000 -44.4607
-7.50000 4.00000 1.50000 -44.4658
-7.50000 4.00000 1.50000 -44.4709
-7.50000 4.00000 1.50000 -44.4761
-7.50000 4.00000 1.50000 -44.4812
-7.50000 4.00000 1.50000 -44.4864
-7.50000 4.00000 1.50000 -44.4916
-7.50000 4.00000 1.50000 -44.4967
-7.50000 4.00000 1.50000 -44.5019
-7.50000 4.00000 1.50000 -44.5071
-7.50000 4.00000 1.50000 -44.5124
-7.50000 4.00000 1.50000 -44.5176
-7.50000 4.00000 1.50000 -44.5228
-7.50000 4.00000 1.50000 -44.5281
-7.50000 4.00000 1.50000 -44.5334
-7.50000 4.00000 1.50000 -44.5387
-7.50000 4.00000 1.50000 -44.5439
-7.50000 4.00000 1.50000 -44.5492
-7.50000 4.00000 1.50000 -44.5546
-7.50000 4.00000 1.50000 -44.5599
-7.50000 4.00000 1.50000 -44.5652
-7.50000 4.00000 1.50000 -44.5706
-7.50000 4.00000 1.50000 -44.5760
-7.50000 4.00000 1.50000 -44.5814
-7.50000 4.00000 1.50000 -44.5868
-7.50000 4.00000 1.50000 -44.5922
-7.50000 4.00000 1.50000 -44.5976
-7.50000 4.00000 1.50000 -44.6030
-7.50000 4.00000 1.50000 -44.6085
-7.50000 4.00000 1.50000 -44.6139
-7.50000 4.00000 1.50000 -44.6194
-7.50000 4.00000 1.50000 -44.6249
-7.50000 4.00000 1.50000 -44.6304
-7.50000 4.00000 1.50000 -44.6359
-7.50000 4.00000 1.50000 -44.6414
-7.50000 4.00000 1.50000 -44.6470
-7.50000 4.00000 1.50000 -44.6524
-7.50000 4.00000 1.50000 -44.6580
-7.50000 4.00000 1.50000 -44.6636
-7.50000 4.00000 1.50000 -44.6692
-7.50000 4.00000 1.50000 -44.6748
-7.50000 4.00000 1.50000 -44.6805
-7.50000 4.00000 1.50000 -44.6861
-7.50000 4.00000 1.50000 -44.6918
-7.50000 4.00000 1.50000 -44.6975
-7.50000 4.00000 1.50000 -44.7032
-7.50000 4.00000 1.50000 -44.7089
-7.50000 4.00000 1.50000 -44.7146
-7.50000 4.00000 1.50000 -44.7204
-7.50000 4.00000 1.50000 -44.7261
-7.50000 4.00000 1.50000 -44.7319
-7.50000 4.00000 1.50000 -44.7377
-7.50000 4.00000 1.50000 -44.7435
-7.50000 4.00000 1.50000 -44.7493
-7.50000 4.00000 1.50000 -44.7552
-7.50000 4.00000 1.50000 -44.7610
-7.50000 4.00000 1.50000 -44.7669
-7.50000 4.00000 1.50000 -44.7728
-7.50000 4.00000 1.50000 -44.7787
-7.50000 4.00000 1.50000 -44.7846
-7.50000 4.00000 1.50000 -44.7905
-7.50000 4.00000 1.50000 -44.7965
-7.50000 4.00000 1.50000 -44.8024
-7.50000 4.00000 1.50000 -44.8084
-7.50000 4.00000 1.50000 -44.8144
-7.50000 4.00000 1.50000 -44.8204
-7.50000 4.00000 1.50000 -44.8265
-7.50000 4.00000 1.50000 -44.8325
-7.50000 4.00000 1.50000 -44.8386
-7.50000 4.00000 1.50000 -44.8446
-7.50000 4.00000 1.50000 -44.8507
-7.50000 4.00000 1.50000 -44.8568
-7.50000 4.00000 1.50000 -44.8629
-7.50000 4.00000 1.50000 -44.8690
-7.50000 4.00000 1.50000 -44.8750
-7.50000 4.00000 1.50000 -44.8811
-7.50000 4.00000 1.50000 -44.8871
-7.50000 4.00000 1.50000 -44.8932
-7.50000 4.00000 1.50000 -44.8993
-7.50000 4.00000 1.50000 -44.9054
-7.50000 4.00000 1.50000 -44.9116
-7.50000 4.00000 1.50000 -44.9177
-7.50000 4.00000 1.50000 -44.9239
-7.50000 4.00000 1.50000 -44.9301
-7.50000 4.00000 1.50000 -44.9363
-7.50000 4.00000 1.50000 -44.9425
-7.50000 4.00000 1.50000 -44.9488
-7.50000 4.00000 1.50000 -44.9550
-7.50000 4.00000 1.50000 -44.9613
-7.50000 4.00000 1.50000 -44.9676
-7.50000 4.00000 1.50000 -44.9739
-7.50000 4.00000 1.50000 -44.9802
-7.50000 4.00000 1.50000 -44.9866
-7.50000 4.00000 1.50000 -44.9929
-7.50000 4.00000 1.50000 -44.9993
-7.50000 4.00000 1.50000 -45.0057
-7.50000 4.00000 1.50000 -45.0121
-7.50000 4.00000 1.50000 -45.0186
-7.50000 4.00000 1.50000 -45.0250
-7.50000 4.00000 1.50000 -45.0315
-7.50000 4.00000 1.50000 -45.0380
-7.50000 4.00000 1.50000 -45.0444
-7.50000 4.00000 1.50000 -45.0510
-7.50000 4.00000 1.50000 -45.0575
-7.50000 4.00000 1.50000 -45.0641
-7.50000 4.00000 1.50000 -45.0706
-7.50000 4.00000 1.50000 -45.0772
-7.50000 4.00000 1.50000 -45.0838
-7.50000 4.00000 1.50000 -45.0905
-7.50000 4.00000 1.50000 -45.0971
-7.50000 4.00000 1.50000 -45.1038
-7.50000 4.00000 1.50000 -45.1104
-7.50000 4.00000 1.50000 -45.1171
-7.50000 4.00000 1.50000 -45.1239
-7.50000 4.00000 1.50000 -45.1306
-7.50000 4.00000 1.50000 -45.1373
-7.50000 4.00000 1.50000 -45.1441
-7.50000 4.00000 1.50000 -45.1509
-7.50000 4.00000 1.50000 -45.1577
-7.50000 4.00000 1.50000 -45.1646
-7.50000 4.00000 1.50000 -45.1714
-7.50000 4.00000 1.50000 -45.1783
-7.50000 4.00000 1.50000 -45.1851
-7.50000 4.00000 1.50000 -45.1920
-7.50000 4.00000 1.50000 -45.1990
-7.50000 4.00000 1.50000 -45.2059
-7.50000 4.00000 1.50000 -45.2129
-7.50000 4.00000 1.50000 -45.2198
-7.50000 4.00000 1.50000 -45.2268
-7.50000 4.00000 1.50000 -45.2339
-7.50000 4.00000 1.50000 -45.2409
-7.50000 4.00000 1.50000 -45.2479
-7.50000 4.00000 1.50000 -45.2550
-7.50000 4.00000 1.50000 -45.2621
-7.50000 4.00000 1.50000 -45.2692
-7.50000 4.00000 1.50000 -45.2764
-7.50000 4.00000 1.50000 -45.2835
-7.50000 4.00000 1.50000 -45.2907
-7.50000 4.00000 1.50000 -45.2979
-7.50000 4.00000 1.50000 -45.3051
-7.50000 4.00000 1.50000 -45.3123
-7.50000 4.00000 1.50000 -45.3195
-7.50000 4.00000 1.50000 -45.3268
-7.50000 4.00000 1.50000 -45.3341
-7.50000 4.00000 1.50000 -45.3414
-7.50000 4.00000 1.50000 -45.3487
-7.50000 4.00000 1.50000 -45.3561
-7.50000 4.00000 1.50000 -45.3634
-7.50000 4.00000 1.50000 -45.3708
-7.50000 4.00000 1.50000 -45.3782
-7.50000 4.00000 1.50000 -45.3856
